,loss,recall,val_loss,val_recall,val_f1,val_precision,Scenario,epoch
0,0.7377198934555054,0.5747572779655457,5.68408203125,0.5,0.376114081996435,0.30142857142857143,PrPo_Im,1
1,0.6566239595413208,0.6116504669189453,3.606104612350464,0.5,0.376114081996435,0.30142857142857143,PrPo_Im,2
2,0.6389327645301819,0.6194174885749817,1.8652260303497314,0.5,0.376114081996435,0.30142857142857143,PrPo_Im,3
3,0.6003938913345337,0.6834951639175415,2.6063995361328125,0.5,0.376114081996435,0.30142857142857143,PrPo_Im,4
4,0.6149075031280518,0.6689320206642151,2.0537729263305664,0.5035971223021583,0.38392857142857145,0.8022922636103151,PrPo_Im,5
5,0.5734938979148865,0.7009708881378174,0.7449513673782349,0.5113028060963551,0.4527396053558844,0.5316891310582162,PrPo_Im,6
6,0.550385594367981,0.7417475581169128,0.8598331809043884,0.555354768318047,0.5025043996209557,0.6861598440545809,PrPo_Im,7
7,0.540634036064148,0.7213592529296875,2.2985262870788574,0.5,0.376114081996435,0.30142857142857143,PrPo_Im,8
8,0.4545639157295227,0.7805825471878052,1.6444841623306274,0.5035971223021583,0.38392857142857145,0.8022922636103151,PrPo_Im,9
9,0.3538036048412323,0.8553398251533508,1.7693805694580078,0.5,0.376114081996435,0.30142857142857143,PrPo_Im,10
10,0.3213207721710205,0.8553398251533508,1.318727970123291,0.5013126939206929,0.3941941545917611,0.5160349854227405,PrPo_Im,11
