,loss,accuracy,val_loss,val_accuracy,val_f1,val_recall,val_precision,Scenario,epoch
0,1.3545138835906982,0.7634660601615906,1.3403425216674805,0.8518518805503845,0.46,0.5,0.42592592592592593,Pr_Im,1
1,0.5874503254890442,0.8208431005477905,0.7308384776115417,0.8518518805503845,0.46,0.5,0.42592592592592593,Pr_Im,2
2,0.46519219875335693,0.8337236642837524,2.829462766647339,0.8518518805503845,0.46,0.5,0.42592592592592593,Pr_Im,3
3,0.3561909794807434,0.8594847917556763,0.5151146650314331,0.8518518805503845,0.46,0.5,0.42592592592592593,Pr_Im,4
4,0.31088998913764954,0.8829039931297302,0.6564809083938599,0.8518518805503845,0.46,0.5,0.42592592592592593,Pr_Im,5
5,0.26459911465644836,0.88758784532547,0.6769298315048218,0.8518518805503845,0.46,0.5,0.42592592592592593,Pr_Im,6
6,0.24354000389575958,0.9110070466995239,5.309476375579834,0.15740740299224854,0.14083398898505112,0.5054347826086957,0.5747663551401869,Pr_Im,7
7,0.38953688740730286,0.8817330002784729,2.5829925537109375,0.8518518805503845,0.46,0.5,0.42592592592592593,Pr_Im,8
8,0.4080941081047058,0.853630006313324,0.4307854175567627,0.8518518805503845,0.5951265229615745,0.5774456521739131,0.6862745098039216,Pr_Im,9
9,0.18106883764266968,0.9309133291244507,0.5760748982429504,0.7870370149612427,0.5419509496588604,0.5394021739130435,0.5469635627530365,Pr_Im,10
10,0.15728655457496643,0.9367681741714478,0.7766371369361877,0.7870370149612427,0.5132275132275133,0.5135869565217391,0.5187441424554826,Pr_Im,11
11,0.17881637811660767,0.9285714030265808,0.6033043265342712,0.7037037014961243,0.5580562659846547,0.59375,0.558974358974359,Pr_Im,12
12,0.13185283541679382,0.9496487379074097,0.9395976066589355,0.8148148059844971,0.49390815370196806,0.5040760869565217,0.5098039215686274,Pr_Im,13
13,0.07430293411016464,0.9754098653793335,2.027932643890381,0.7962962985038757,0.484375,0.49320652173913043,0.4875,Pr_Im,14
14,0.06548099219799042,0.9777517318725586,1.777687668800354,0.8333333134651184,0.5040816326530613,0.5149456521739131,0.5528846153846154,Pr_Im,15
15,0.03506439924240112,0.9847775101661682,1.8615190982818604,0.8518518805503845,0.5151515151515151,0.5258152173913043,0.679245283018868,Pr_Im,16
16,0.0709080770611763,0.9683840870857239,1.330581545829773,0.75,0.5171385991058122,0.5176630434782609,0.5168067226890756,Pr_Im,17
17,0.21315573155879974,0.9238876104354858,3.475987672805786,0.17592592537403107,0.17244941885492898,0.4388586956521739,0.398989898989899,Pr_Im,18
18,0.23312416672706604,0.9145199060440063,1.327529788017273,0.8240740895271301,0.5702617801047121,0.5611413043478262,0.601010101010101,Pr_Im,19
