,loss,recall,val_loss,val_recall,val_f1,val_precision,Scenario,epoch
0,0.7290142178535461,0.5805824995040894,4.069974899291992,0.5,0.376114081996435,0.30142857142857143,PrPo_Im,1
1,0.659123957157135,0.6213592290878296,1.2240654230117798,0.5248729926011797,0.4535656728444803,0.5334801964293909,PrPo_Im,2
2,0.6337230801582336,0.6533980369567871,1.3239364624023438,0.5013126939206929,0.3941941545917611,0.5160349854227405,PrPo_Im,3
3,0.6066324710845947,0.6572815775871277,1.5612092018127441,0.5097343925807222,0.41454545454545455,0.5765620809868597,PrPo_Im,4
4,0.5705920457839966,0.6961165070533752,1.121718168258667,0.5661290872515258,0.5226593052680009,0.5731086735270836,PrPo_Im,5
5,0.5190796852111816,0.7631068229675293,1.6355353593826294,0.5,0.376114081996435,0.30142857142857143,PrPo_Im,6
6,0.5482608675956726,0.7417475581169128,7.328241348266602,0.5283337311193699,0.5157157009636562,0.5273931962025317,PrPo_Im,7
7,0.49555423855781555,0.7815533876419067,2.1834356784820557,0.5304647277438712,0.3897397181478286,0.5854124844661122,PrPo_Im,8
8,0.4374464452266693,0.8077669739723206,1.2271759510040283,0.5337208905861093,0.4244372710582871,0.5638229220443985,PrPo_Im,9
9,0.2921261191368103,0.8961164951324463,1.075523853302002,0.5738177230727266,0.5743451297665152,0.5756993006993008,PrPo_Im,10
10,0.16809318959712982,0.9446601867675781,2.0165188312530518,0.4964540216168297,0.4742147142344857,0.49480415667466027,PrPo_Im,11
11,0.09719754010438919,0.9728155136108398,1.6889694929122925,0.495192471615125,0.4951822549948367,0.49518047579983593,PrPo_Im,12
12,0.059601038694381714,0.9834951162338257,1.9148207902908325,0.5056940229806676,0.4930898200652969,0.505518107322231,PrPo_Im,13
13,0.11175274103879929,0.9611650705337524,1.7921634912490845,0.5744996419925671,0.5683625919764275,0.5714052287581699,PrPo_Im,14
14,0.06327462941408157,0.9815533757209778,2.43422532081604,0.5757611919942719,0.574519815220034,0.5868511569731082,PrPo_Im,15
15,0.02947443723678589,0.9902912378311157,1.765333652496338,0.577534181185857,0.5644334695397399,0.6185857321652065,PrPo_Im,16
16,0.018744690343737602,0.9961165189743042,1.956687331199646,0.5734426676668144,0.5647017156600307,0.5703553697413117,PrPo_Im,17
