,loss,accuracy,val_loss,val_accuracy,val_f1,val_recall,val_precision,Scenario,epoch
0,0.9283503293991089,0.5625990629196167,0.7789660692214966,0.5828092098236084,0.49273759138130047,0.502123786407767,0.5027664859981933,PrPo_Im,1
1,0.8054340481758118,0.571315348148346,0.8100725412368774,0.5765199065208435,0.5052883430543005,0.5088129912159038,0.510241314469914,PrPo_Im,2
2,0.7747358083724976,0.5821447372436523,0.7757135033607483,0.5911949872970581,0.5039967151747196,0.5119914470642626,0.5155190466693259,PrPo_Im,3
3,0.7529730200767517,0.5942947864532471,0.7322486042976379,0.5890985131263733,0.5035603345280765,0.5110523578363384,0.5141227292866637,PrPo_Im,4
4,0.7362220883369446,0.5863708257675171,0.7433645129203796,0.6006289124488831,0.4830342018316263,0.5036552242256126,0.5058867784042875,PrPo_Im,5
5,0.7042354941368103,0.6109350323677063,0.6865156888961792,0.6205450892448425,0.45480550644102047,0.5013725150254277,0.5035937657621306,PrPo_Im,6
6,0.6791645288467407,0.6310089826583862,0.7668858766555786,0.6100628972053528,0.4703290667685548,0.5021093388811836,0.5041427058111381,PrPo_Im,7
7,0.6512205004692078,0.6611199378967285,0.7293882369995117,0.6006289124488831,0.46600947588790537,0.49550681923254736,0.49176413470450636,PrPo_Im,8
8,0.5984833836555481,0.6872689127922058,0.7200462222099304,0.6016771197319031,0.483722122532684,0.5044642857142857,0.5072250280583614,PrPo_Im,9
9,0.5192975997924805,0.7382461428642273,0.7916365265846252,0.5807127952575684,0.49658054711246197,0.5039008321775312,0.5048934319269247,PrPo_Im,10
10,0.41998180747032166,0.7939777970314026,0.8079979419708252,0.5817610025405884,0.48297739691698344,0.4958824549237171,0.49435095439138965,PrPo_Im,11
11,0.3287164866924286,0.8523507714271545,0.8229297995567322,0.5796645879745483,0.49480148170647154,0.502412736939436,0.5030358300662308,PrPo_Im,12
12,0.25109806656837463,0.899101972579956,0.905032753944397,0.5932914018630981,0.5033383426363246,0.5122515025427646,0.5161725067385445,PrPo_Im,13
13,0.1841822862625122,0.9323824644088745,1.0196151733398438,0.5136268138885498,0.4789830508474576,0.4792822468793343,0.48012969737279676,PrPo_Im,14
14,0.13835956156253815,0.9524564146995544,1.1017582416534424,0.5576519966125488,0.4999776436396155,0.5010402219140083,0.5011131725417439,PrPo_Im,15
15,0.10162108391523361,0.965662956237793,1.1933523416519165,0.5681341886520386,0.5035893808886307,0.5057356680536292,0.5063922284242164,PrPo_Im,16
16,0.07066640257835388,0.9807184338569641,1.4697957038879395,0.5503144860267639,0.49986252103428175,0.5001300277392511,0.5001341381623072,PrPo_Im,17
17,0.05396971106529236,0.9857369065284729,1.5055216550827026,0.596436083316803,0.5159562200594363,0.521469024503005,0.5268513778045475,PrPo_Im,18
18,0.04206262156367302,0.9910195469856262,1.591452717781067,0.5419287085533142,0.49841124699965716,0.49841077207582063,0.4984129197947376,PrPo_Im,19
19,0.03510253131389618,0.9926043152809143,1.6476486921310425,0.5723270177841187,0.505809937837728,0.5082928802588997,0.5093664331404203,PrPo_Im,20
