,loss,accuracy,val_loss,val_accuracy,val_f1,val_recall,val_precision,Scenario,epoch
0,0.7294259667396545,0.6087140440940857,0.9089195728302002,0.6783919334411621,0.4041916167664671,0.5,0.3391959798994975,PrPo_Im,1
1,0.6193563938140869,0.6565144062042236,0.6557700037956238,0.6281406879425049,0.4416894146193509,0.4835069444444444,0.46019553072625696,PrPo_Im,2
2,0.6009185910224915,0.6670897006988525,0.7890178561210632,0.6783919334411621,0.4041916167664671,0.5,0.3391959798994975,PrPo_Im,3
3,0.5760207772254944,0.6979695558547974,0.8481358885765076,0.6633166074752808,0.41266904541650146,0.49299768518518516,0.43762886597938144,PrPo_Im,4
4,0.587528645992279,0.683164119720459,1.2753690481185913,0.6783919334411621,0.4041916167664671,0.5,0.3391959798994975,PrPo_Im,5
5,0.5594897866249084,0.7115059494972229,0.8042449951171875,0.6834170818328857,0.4207900207900208,0.5078125,0.8409090909090908,PrPo_Im,6
6,0.5915281176567078,0.6840101480484009,15.916794776916504,0.44723618030548096,0.4472222222222222,0.5104166666666666,0.5103329506314581,PrPo_Im,7
7,0.590347409248352,0.6878172755241394,1.0253655910491943,0.6683416962623596,0.4006024096385542,0.4925925925925926,0.33756345177664976,PrPo_Im,8
8,0.5359075665473938,0.7186971306800842,1.1479486227035522,0.6633166074752808,0.5495760278368974,0.5546296296296296,0.5822299651567944,PrPo_Im,9
9,0.5076763033866882,0.7491539716720581,1.1928150653839111,0.6984924674034119,0.49130879345603273,0.5394675925925926,0.7231675392670157,PrPo_Im,10
10,0.45307737588882446,0.7939932346343994,1.099183440208435,0.6934673190116882,0.5272422790824474,0.5521990740740741,0.6457659987071752,PrPo_Im,11
11,0.4519335627555847,0.7948392629623413,1.0250211954116821,0.5879396796226501,0.5823607698607698,0.6264467592592593,0.6121202791461412,PrPo_Im,12
12,0.42383015155792236,0.8083756566047668,1.0050987005233765,0.552763819694519,0.5498538569068496,0.6005208333333334,0.5912289915966387,PrPo_Im,13
13,0.372043251991272,0.8350253701210022,5.043564319610596,0.6783919334411621,0.4041916167664671,0.5,0.3391959798994975,PrPo_Im,14
14,0.3360622227191925,0.8625211715698242,2.1211743354797363,0.6834170818328857,0.5025197412801079,0.5365740740740741,0.6144927536231883,PrPo_Im,15
15,0.3079510033130646,0.8637902140617371,4.781081199645996,0.6633166074752808,0.41266904541650146,0.49299768518518516,0.43762886597938144,PrPo_Im,16
16,0.27361297607421875,0.8853638172149658,1.654322624206543,0.5326633453369141,0.5245472061657033,0.5569444444444445,0.5501529051987768,PrPo_Im,17
17,0.2414468675851822,0.9056683778762817,1.7312939167022705,0.552763819694519,0.5490745219848767,0.596412037037037,0.586825099020221,PrPo_Im,18
18,0.18190069496631622,0.9268189668655396,2.3134384155273438,0.7035176157951355,0.5427425322272852,0.5637152777777779,0.6779250161603103,PrPo_Im,19
19,0.16319535672664642,0.9302030205726624,2.7721056938171387,0.6834170818328857,0.49277824978759566,0.5324652777777779,0.6160049627791564,PrPo_Im,20
20,0.16172178089618683,0.9344331622123718,2.8739984035491943,0.5276381969451904,0.5249390491670053,0.5737847222222222,0.567246835443038,PrPo_Im,21
21,0.1452127993106842,0.9420473575592041,1.776590347290039,0.623115599155426,0.6072471777058498,0.6318287037037037,0.6152834008097166,PrPo_Im,22
22,0.09530892968177795,0.9661590456962585,3.4277400970458984,0.552763819694519,0.5516316042631833,0.6128472222222222,0.6054054054054054,PrPo_Im,23
23,0.09829873591661453,0.9653130173683167,1.225984811782837,0.6331658363342285,0.596483431015805,0.6022569444444444,0.595,PrPo_Im,24
24,0.15576861798763275,0.9488155841827393,2.3790411949157715,0.5628140568733215,0.5592076787942053,0.6079282407407407,0.5971961642693351,PrPo_Im,25
25,0.0703679546713829,0.9780033826828003,1.632646918296814,0.5778894424438477,0.5699732455237703,0.606712962962963,0.5938135938135938,PrPo_Im,26
26,0.07418981194496155,0.9750422835350037,2.229512929916382,0.5276381969451904,0.52667004048583,0.5861111111111111,0.5808871493803001,PrPo_Im,27
27,0.05266997963190079,0.9818105101585388,1.9050390720367432,0.713567852973938,0.6439401073547415,0.6368634259259259,0.665523516237402,PrPo_Im,28
28,0.07732931524515152,0.9695431590080261,5.5348005294799805,0.6733668446540833,0.43020131271750145,0.5045138888888889,0.5402061855670104,PrPo_Im,29
29,0.1252591907978058,0.9589678645133972,1.571967363357544,0.6482412219047546,0.6168023767605634,0.6256944444444444,0.6150667514303878,PrPo_Im,30
